id;Item;AHPrice;BuyPrice;Respawn;Qty;Seller
6365;Strong Fishing Pole;4597;901;9000;1;Savanne
3928;Superior Healing Potion;1290;1000;9000;1;Logannas
6057;Recipe: Nature Protection Potion;11987;2000;9000;1;Logannas
6149;Greater Mana Potion;661;480;9000;1;Logannas
9302;Recipe: Ghost Dye;19898;9000;9000;1;Logannas
8409;Pattern: Nightscape Shoulders;16000;4000;9000;1;Nioma
7995;Plans: Mithril Scale Bracers;None;6000;9000;1;Harggan
7995;Plans: Mithril Scale Bracers;None;6000;9000;1;Gharash
3928;Superior Healing Potion;1290;1000;9000;2;Rartar
6149;Greater Mana Potion;661;480;9000;2;Rartar
9300;Recipe: Elixir of Demonslaying;50000;10000;9000;1;Rartar
3928;Superior Healing Potion;1290;1000;9000;2;Nina Lightbrew
6149;Greater Mana Potion;661;480;9000;2;Nina Lightbrew
9300;Recipe: Elixir of Demonslaying;50000;10000;9000;1;Nina Lightbrew
3357;Liferoot;167;300;9000;1;Kixxle
6365;Strong Fishing Pole;4597;901;9000;1;Gretta Ganter
8489;Cat Carrier (White Kitten);None;6000;9000;1;Lil Timmy
10314;Pattern: Lavender Mageweave Shirt;8465;4000;9000;1;Outfitter Eric
10317;Pattern: Pink Mageweave Shirt;9500;4000;9000;1;Outfitter Eric
10321;Pattern: Tuxedo Shirt;10000;4500;9000;1;Outfitter Eric
10323;Pattern: Tuxedo Pants;10000;4500;9000;1;Outfitter Eric
10326;Pattern: Tuxedo Jacket;50000;5000;9000;1;Outfitter Eric
6365;Strong Fishing Pole;4597;901;9000;1;Nessa Shadowsong
1477;Scroll of Agility II;None;350;9000;2;Super-Seller 680
1711;Scroll of Stamina II;375;300;9000;2;Super-Seller 680
2289;Scroll of Strength II;830;350;9000;3;Super-Seller 680
2290;Scroll of Intellect II;208;300;9000;3;Super-Seller 680
3734;Recipe: Big Bear Steak;1598;1600;9000;1;Super-Seller 680
4421;Scroll of Protection III;500;400;9000;3;Super-Seller 680
4424;Scroll of Spirit III;2979;400;9000;2;Super-Seller 680
4609;Recipe: Barbecued Buzzard Wing;9900;1000;9000;1;Super-Seller 680
12227;Recipe: Lean Wolf Steak;5999;1600;9000;1;Super-Seller 680
12229;Recipe: Hot Wolf Ribs;12000;5000;9000;1;Super-Seller 680
12233;Recipe: Mystery Stew;None;3000;9000;1;Super-Seller 680
12239;Recipe: Dragonbreath Chili;39795;7000;9000;1;Super-Seller 680
15725;Pattern: Wicked Leather Gauntlets;75500;12000;9000;1;Leonard Porter
15741;Pattern: Stormshroud Pants;38999;16000;9000;1;Leonard Porter
17017;Pattern: Flarecore Mantle;None;180000;9000;1;Lokhtos Darkbargainer
17018;Pattern: Flarecore Gloves;None;80000;9000;1;Lokhtos Darkbargainer
17022;Pattern: Corehound Boots;None;150000;9000;1;Lokhtos Darkbargainer
17023;Pattern: Molten Helm;None;160000;9000;1;Lokhtos Darkbargainer
17025;Pattern: Black Dragonscale Boots;None;160000;9000;1;Lokhtos Darkbargainer
17049;Plans: Fiery Chain Girdle;None;90000;9000;1;Lokhtos Darkbargainer
17051;Plans: Dark Iron Bracers;None;70000;9000;1;Lokhtos Darkbargainer
17059;Plans: Dark Iron Reaver;None;220000;9000;1;Lokhtos Darkbargainer
17060;Plans: Dark Iron Destroyer;None;220000;9000;1;Lokhtos Darkbargainer
19206;Plans: Dark Iron Helm;None;60000;9000;1;Lokhtos Darkbargainer
19219;Pattern: Flarecore Robe;None;60000;9000;1;Lokhtos Darkbargainer
19330;Pattern: Lava Belt;None;60000;9000;1;Lokhtos Darkbargainer
19444;Formula: Enchant Weapon - Strength;None;30000;9000;1;Lokhtos Darkbargainer
19448;Formula: Enchant Weapon - Mighty Spirit;None;80000;9000;1;Lokhtos Darkbargainer
19449;Formula: Enchant Weapon - Mighty Intellect;None;100000;9000;1;Lokhtos Darkbargainer
20761;Recipe: Transmute Elemental Fire;None;120000;9000;1;Lokhtos Darkbargainer
11305;Dense Shortbow;None;25814;9000;1;Brinna Valanaar
9260;Volatile Rum;900;1600;9000;6;Stomper Kreeg
18487;Pattern: Mooncloth Robe;None;40000;9000;1;Shen'dralar Provisioner
11027;Wood Frog Box;None;10000;9000;1;Flik
858;Lesser Healing Potion;180;100;86400;2;Antonio Perelli
3357;Liferoot;167;300;86400;1;Antonio Perelli
4777;Ironwood Maul;None;7040;86400;2;Antonio Perelli
4778;Heavy Spiked Mace;None;7350;86400;1;Antonio Perelli
4794;Wolf Bracers;None;3515;86400;1;Antonio Perelli
4795;Bear Bracers;None;3528;86400;1;Antonio Perelli
4796;Owl Bracers;8000;3540;86400;1;Antonio Perelli
4817;Blessed Claymore;None;12311;86400;2;Antonio Perelli
4818;Executioner's Sword;None;14273;86400;2;Antonio Perelli
4765;Enamelled Broadsword;7400;2877;8000;1;Nargal Deatheye
4766;Feral Blade;6118;2407;8000;1;Nargal Deatheye
4765;Enamelled Broadsword;7400;2877;8000;1;Vrang Wildgore
4766;Feral Blade;6118;2407;8000;2;Vrang Wildgore
4777;Ironwood Maul;None;7040;8000;1;Vrang Wildgore
4778;Heavy Spiked Mace;None;7350;8000;2;Vrang Wildgore
4797;Fiery Cloak;None;4262;8000;1;Vrang Wildgore
4798;Heavy Runed Cloak;None;5832;8000;1;Vrang Wildgore
4799;Antiquated Cloak;None;3042;8000;1;Vrang Wildgore
4800;Mighty Chain Pants;None;6109;8000;1;Vrang Wildgore
4816;Legionnaire's Leggings;None;7518;8000;1;Vrang Wildgore
11304;Fine Longbow;8000;4861;800;2;Uthrok
15758;Pattern: Devilsaur Gauntlets;None;22000;7500;1;Nergal
5772;Pattern: Red Woolen Bag;599;500;7200;1;Amy Davenport
785;Mageroyal;23;80;7200;2;Antonio Perelli
2449;Earthroot;77;80;7200;3;Antonio Perelli
2453;Bruiseweed;32;100;7200;2;Antonio Perelli
3355;Wild Steelbloom;459;200;7200;1;Antonio Perelli
3356;Kingsblood;35;120;7200;1;Antonio Perelli
6272;Pattern: Blue Linen Robe;1500;300;7200;1;Drake Lindgren
929;Healing Potion;210;300;7200;3;Charys Yserian
765;Silverleaf;12;40;7200;3;Maria Lumere
785;Mageroyal;23;80;7200;2;Maria Lumere
2447;Peacebloom;9;40;7200;3;Maria Lumere
2449;Earthroot;77;80;7200;3;Maria Lumere
2453;Bruiseweed;32;100;7200;2;Maria Lumere
3355;Wild Steelbloom;459;200;7200;1;Maria Lumere
3356;Kingsblood;35;120;7200;1;Maria Lumere
3357;Liferoot;167;300;7200;1;Maria Lumere
6342;Formula: Enchant Chest - Minor Mana;698;300;7200;1;Jessara Cordell
10938;Lesser Magic Essence;996;800;7200;2;Jessara Cordell
10940;Strange Dust;175;800;7200;4;Jessara Cordell
929;Healing Potion;210;300;7200;3;Dewin Shimmerdawn
5772;Pattern: Red Woolen Bag;599;500;7200;1;Jennabink Powerseam
929;Healing Potion;210;300;7200;3;Samor Festivus
5772;Pattern: Red Woolen Bag;599;500;7200;1;Rann Flamespinner
858;Lesser Healing Potion;180;100;7200;3;Edwin Harly
6054;Recipe: Shadow Protection Potion;10999;900;7200;1;Christoph Jeffcoat
6274;Pattern: Blue Overalls;4900;400;7200;1;Mallen Swain
6401;Pattern: Dark Silk Shirt;14997;1100;7200;1;Mallen Swain
929;Healing Potion;210;300;7200;3;Bliztik
6068;Recipe: Shadow Oil;39898;1500;7200;1;Bliztik
12163;Plans: Moonsteel Broadsword;14999;4400;7200;1;Zarena Cromwind
10728;Pattern: Black Swashbuckler's Shirt;11603;1500;7200;1;Narkk
13310;Schematic: Accurate Scope;59999;2000;7200;1;Mazk Snipeshot
13311;Schematic: Mechanical Dragonling;90000;10000;7200;1;Gnaz Blunderflame
4389;Gyrochronatom;2289;3000;7200;1;Ruppo Zipcoil
10609;Schematic: Mithril Mechanical Dragonling;29598;4000;7200;1;Ruppo Zipcoil
929;Healing Potion;210;300;7200;3;Deneb Walker
4778;Heavy Spiked Mace;None;7350;7200;1;Kizz Bluntstrike
5771;Pattern: Red Linen Bag;None;200;7200;1;Mahu
5772;Pattern: Red Woolen Bag;599;500;7200;1;Mahu
10311;Pattern: Orange Martial Shirt;None;3000;7200;1;Mahu
10325;Pattern: White Wedding Dress;None;10000;7200;1;Mahu
6342;Formula: Enchant Chest - Minor Mana;698;300;7200;1;Nata Dawnstrider
6349;Formula: Enchant 2H Weapon - Lesser Intellect;4548;500;7200;1;Nata Dawnstrider
6377;Formula: Enchant Boots - Minor Agility;4997;1000;7200;1;Nata Dawnstrider
10938;Lesser Magic Essence;996;800;7200;2;Nata Dawnstrider
10940;Strange Dust;175;800;7200;3;Nata Dawnstrider
12249;Merciless Axe;None;30195;7200;1;Delgo Ragetotem
6365;Strong Fishing Pole;4597;901;7200;1;Sewa Mistrunner
4790;Inferno Cloak;None;4158;7200;1;Captured Servant of Azora
4792;Spirit Cloak;None;3279;7200;1;Captured Servant of Azora
4793;Sylvan Cloak;None;3720;7200;1;Captured Servant of Azora
929;Healing Potion;210;300;7200;3;Kzixx
4378;Heavy Dynamite;None;1400;7200;3;Dark Iron Entrepreneur
6533;Aquadynamic Fish Attractor;667;250;7200;1;Shankys
5640;Recipe: Rage Potion;3000;100;7200;2;Hagrus
5643;Recipe: Great Rage Potion;15000;2000;7200;1;Hagrus
6342;Formula: Enchant Chest - Minor Mana;698;300;7200;1;Kithas
6346;Formula: Enchant Chest - Lesser Mana;1999;400;7200;1;Kithas
6349;Formula: Enchant 2H Weapon - Lesser Intellect;4548;500;7200;1;Kithas
10938;Lesser Magic Essence;996;800;7200;2;Kithas
10940;Strange Dust;175;800;7200;2;Kithas
13478;Recipe: Elixir of Superior Defense;30000;13000;7200;1;Kor'geld
12162;Plans: Hardened Iron Shortsword;9999;3000;7200;1;Sumi
5772;Pattern: Red Woolen Bag;599;500;7200;1;Borya
6270;Pattern: Blue Linen Vest;None;200;7200;1;Borya
6274;Pattern: Blue Overalls;4900;400;7200;1;Borya
10314;Pattern: Lavender Mageweave Shirt;8465;4000;7200;1;Borya
10317;Pattern: Pink Mageweave Shirt;9500;4000;7200;1;Borya
18731;Pattern: Heavy Leather Ball;None;2000;7200;1;Tamar
5772;Pattern: Red Woolen Bag;599;500;7200;1;Wrahk
6272;Pattern: Blue Linen Robe;1500;300;7200;1;Wrahk
765;Silverleaf;12;40;7200;3;Hula'mahi
785;Mageroyal;23;80;7200;2;Hula'mahi
2447;Peacebloom;9;40;7200;2;Hula'mahi
2449;Earthroot;77;80;7200;3;Hula'mahi
2453;Bruiseweed;32;100;7200;2;Hula'mahi
6053;Recipe: Holy Protection Potion;7400;800;7200;1;Hula'mahi
5640;Recipe: Rage Potion;3000;100;7200;1;Ranik
6272;Pattern: Blue Linen Robe;1500;300;7200;1;Ranik
929;Healing Potion;210;300;7200;3;Wallace the Blind
5772;Pattern: Red Woolen Bag;599;500;7200;1;Zixil
5771;Pattern: Red Linen Bag;None;200;7200;1;Andrew Hilbert
5786;Pattern: Murloc Scale Belt;198;550;7200;1;Andrew Hilbert
5787;Pattern: Murloc Scale Breastplate;1500;600;7200;1;Andrew Hilbert
6272;Pattern: Blue Linen Robe;1500;300;7200;1;Andrew Hilbert
6365;Strong Fishing Pole;4597;901;7200;1;Zizzek
6533;Aquadynamic Fish Attractor;667;250;7200;2;Zizzek
5772;Pattern: Red Woolen Bag;599;500;7200;1;Kiknikle
929;Healing Potion;210;300;7200;3;Harklan Moongrove
2449;Earthroot;77;80;7200;1;Jeeda
2453;Bruiseweed;32;100;7200;2;Jeeda
3356;Kingsblood;35;120;7200;1;Jeeda
3385;Lesser Mana Potion;49;120;7200;3;Jeeda
6055;Recipe: Fire Protection Potion;6500;1500;7200;1;Jeeda
6272;Pattern: Blue Linen Robe;1500;300;7200;1;Elynna
11303;Fine Shortbow;None;3184;7200;2;Landria
11306;Sturdy Recurve;37772;19467;7200;1;Landria
11308;Sylvan Shortbow;None;78828;7200;1;Landria
12256;Cindercloth Leggings;None;43828;7200;1;Vinasia
5772;Pattern: Red Woolen Bag;599;500;7200;1;Valdaron
7451;Pattern: Green Whelp Bracers;None;2800;7200;1;Saenorion
11223;Formula: Enchant Bracer - Deflection;14500;5800;7200;1;Mythrin'dir
12249;Merciless Axe;None;30195;7200;1;Glorandiir
12247;Broad Bladed Knife;None;28372;7200;1;Turian
16217;Formula: Enchant Shield - Greater Stamina;None;12000;7200;1;Daniel Bartlett
5772;Pattern: Red Woolen Bag;599;500;7200;1;Millie Gregorian
6342;Formula: Enchant Chest - Minor Mana;698;300;7200;1;Thaddeus Webb
10938;Lesser Magic Essence;996;800;7200;2;Thaddeus Webb
10940;Strange Dust;175;800;7200;4;Thaddeus Webb
5973;Pattern: Barbaric Leggings;9999;650;7200;1;Jandia
785;Mageroyal;23;80;7200;1;Montarr
929;Healing Potion;210;300;7200;3;Montarr
1711;Scroll of Stamina II;375;300;7200;2;Montarr
1712;Scroll of Spirit II;676;250;7200;1;Montarr
2290;Scroll of Intellect II;208;300;7200;2;Montarr
